text,title,source,cluster_label,pca_dim_1,pca_dim_2
Devastating Poll Reveals How Much Americans Hate Trump s White House Teardown Leigh Kimmins The Daily Beast Devastating Poll Reveals How Much Americans Hate Trump s White House Teardown Leigh Kimmins The Daily Beast,Devastating Poll Reveals How Much Americans Hate Trump's White House Teardown (Leigh Kimmins/The Daily Beast),Memeorandum.com,4,0.3294557,0.42751473
Transgender powerlifting case ruled discrimination by MN Supreme Court Transgender powerlifting case ruled discrimination by MN Supreme Court,Transgender powerlifting case ruled discrimination by MN Supreme Court,Freerepublic.com,-1,-0.16852617,0.07280971
"Eric Adams to endorse Andrew Cuomo in NYC mayor s race today, sources say CBS News Eric Adams to endorse Andrew Cuomo in NYC mayor s race today, sources say CBS News","Eric Adams to endorse Andrew Cuomo in NYC mayor's race today, sources say - CBS News",Slashdot.org,3,0.14276455,0.40428945
Duffy warns of travel disruptions as air traffic controllers face missed paycheck Axios Duffy warns of travel disruptions as air traffic controllers face missed paycheck Axios,Duffy warns of travel disruptions as air traffic controllers face missed paycheck - Axios,Slashdot.org,-1,-0.03371952,0.21415119
Dormakaba initiated with bullish view at Deutsche Bank Dormakaba initiated with bullish view at Deutsche Bank,Dormakaba initiated with bullish view at Deutsche Bank,Thefly.com,-1,0.11912148,-0.18129171
"DC police detained man for protesting National Guard patrol with Darth Vader song, lawsuit says AP News DC police detained man for protesting National Guard patrol with Darth Vader song, lawsuit says AP News","DC police detained man for protesting National Guard patrol with Darth Vader song, lawsuit says - AP News",Slashdot.org,-1,0.07111046,0.2583177
Germany to pay US military base employees amid shutdown Germany to pay US military base employees amid shutdown,Germany to pay US military base employees amid shutdown,DW (English),-1,-0.030619355,-0.006904011
Planet Labs featured in Google Earth AI announcement Planet Labs featured in Google Earth AI announcement,Planet Labs featured in Google Earth AI announcement,Thefly.com,-1,0.23855108,-0.32239354
"Intense manhunt for Louvre suspects continues after DNA found in helmet and glove ABC News Breaking News, Latest News and Videos Intense manhunt for Louvre suspects continues after DNA found in helmet and glove ABC News Breaking News, Latest News and Videos","Intense manhunt for Louvre suspects continues after DNA found in helmet and glove - ABC News - Breaking News, Latest News and Videos",Slashdot.org,-1,0.09591826,0.23770499
"Broadway musicians reach tentative labor deal, averting a strike AP News Broadway musicians reach tentative labor deal, averting a strike AP News","Broadway musicians reach tentative labor deal, averting a strike - AP News",Slashdot.org,-1,0.12433458,0.20526226
Ex 60 Minutes producer Bill Owens says bosses discouraged him from covering Gaza and Trump Jeremy Barr The Guardian Ex 60 Minutes producer Bill Owens says bosses discouraged him from covering Gaza and Trump Jeremy Barr The Guardian,Ex-60 Minutes producer Bill Owens says bosses discouraged him from covering Gaza and Trump (Jeremy Barr/The Guardian),Memeorandum.com,-1,0.16577505,0.34363186
"Perform kar, warna bahar bitha dunga How Gautam Gambhir s stern message fired up Harshit Rana EXCLUSIVE Perform kar, warna bahar bitha dunga How Gautam Gambhir s stern message fired up Harshit Rana EXCLUSIVE","'Perform kar, warna bahar bitha dunga': How Gautam Gambhir's stern message fired up Harshit Rana | EXCLUSIVE",The Times of India,2,-0.3412631,-0.11536403
Death Row Appeal Claims Prosecutors Used Fat Shaming Evidence Unfairly Death Row Appeal Claims Prosecutors Used Fat Shaming Evidence Unfairly,Death Row Appeal Claims Prosecutors Used Fat-Shaming Evidence Unfairly,Freerepublic.com,-1,-0.16138235,0.072956845
"Oklahoma, Vanderbilt headline college football winners and losers from Week 9 Oklahoma, Vanderbilt headline college football winners and losers from Week 9","Oklahoma, Vanderbilt headline college football winners and losers from Week 9",USA Today,3,-0.19515532,0.04460563
"Gus Van Sant on His Comeback Film Dead Man s Wire , the Unintentional Movies He s Made and Why He Still Thinks About River Phoenix All the Time Gus Van Sant on His Comeback Film Dead Man s Wire , the Unintentional Movies He s Made and Why He Still Thinks About River Phoenix All the Time","Gus Van Sant on His Comeback Film ‘Dead Man’s Wire’, the Unintentional Movies He’s Made and Why He Still Thinks About River Phoenix All the Time",Variety,-1,-0.14079404,-0.059491117
"Is Secret Service chief committed to reforming DEI, woke culture? Is Secret Service chief committed to reforming DEI, woke culture?","Is Secret Service chief committed to reforming DEI, ‘woke’ culture?",Wnd.com,-1,-0.06252236,0.17689723
Vanderbilt remaining schedule Could Diego Pavia and Commodores get into the College Football Playoff? Vanderbilt remaining schedule Could Diego Pavia and Commodores get into the College Football Playoff?,Vanderbilt remaining schedule: Could Diego Pavia and Commodores get into the College Football Playoff?,Sporting News,3,-0.24790306,-0.0035655345
Cyclone Montha Crisis management group reviews preparedness Cyclone Montha Crisis management group reviews preparedness,Cyclone Montha: Crisis management group reviews preparedness,The Times of India,2,-0.24918483,-0.14366102
"VRA Investor News If You Have Suffered Losses in Vera Bradley, Inc. NASDAQ VRA , You Are Encouraged to Contact The Rosen Law Firm About Your Rights VRA Investor News If You Have Suffered Losses in Vera Bradley, Inc. NASDAQ VRA , You Are Encouraged to Contact The Rosen Law Firm About Your Rights","VRA Investor News: If You Have Suffered Losses in Vera Bradley, Inc. (NASDAQ: VRA), You Are Encouraged to Contact The Rosen Law Firm About Your Rights",GlobeNewswire,0,0.5669164,-0.13541591
"As his two sons watch and cry, Pa, te amo, federal agents arrest man outside of Naperville apartments Carolyn Stein Chicago Tribune As his two sons watch and cry, Pa, te amo, federal agents arrest man outside of Naperville apartments Carolyn Stein Chicago Tribune","As his two sons watch and cry, 'Pa, te amo,' federal agents arrest man outside of Naperville apartments (Carolyn Stein/Chicago Tribune)",Memeorandum.com,4,0.2291409,0.36955494
Surprised by leftist rhetoric? Look closer at the climate movement Surprised by leftist rhetoric? Look closer at the climate movement,Surprised by leftist rhetoric? Look closer at the climate movement,Wnd.com,-1,0.023928823,0.15154749
BREAKING Prosecutors recently told DOJ there is not enough evidence to prosecute Sen. Adam Schiff BREAKING Prosecutors recently told DOJ there is not enough evidence to prosecute Sen. Adam Schiff,BREAKING: Prosecutors recently told DOJ there is not enough evidence to prosecute Sen. Adam Schiff,Biztoc.com,-1,0.07418313,0.37795258
WATCH Ohio State head coach Ryan Day provides off week update WATCH Ohio State head coach Ryan Day provides off week update,WATCH: Ohio State head coach Ryan Day provides off week update,USA Today,3,-0.18626013,0.05861014
Scottish Singer Susan Boyle Debuts Chic New Blond Look. See the Pic Scottish Singer Susan Boyle Debuts Chic New Blond Look. See the Pic,Scottish Singer Susan Boyle Debuts Chic New Blond Look. See the Pic,TODAY,-1,-0.1195086,0.016338523
Section 8 Karim Buys a Bugatti Chiron at 23 with His Recession Proof Blueprint Section 8 Karim Buys a Bugatti Chiron at 23 with His Recession Proof Blueprint,Section 8 Karim Buys a Bugatti Chiron at 23 with His Recession-Proof Blueprint,The Daily Caller,-1,-0.047573313,0.18985203
Everything Nobody Wants This Gives Us in Season 2 Everything Nobody Wants This Gives Us in Season 2,Everything Nobody Wants This Gives Us in Season 2,Vulture,-1,-0.23067658,-0.04867929
LeBron James name surfaces in NBA mafia betting probe after private injury status allegedly leaked by former teammate LeBron James name surfaces in NBA mafia betting probe after private injury status allegedly leaked by former teammate,LeBron James’ name surfaces in NBA mafia betting probe after private injury status allegedly leaked by former teammate,The Times of India,-1,-0.25887248,-0.0658917
"Baker Hughes reports Q3 RPO of 35.3B, including record IET RPO of 32.1B Baker Hughes reports Q3 RPO of 35.3B, including record IET RPO of 32.1B","Baker Hughes reports Q3 RPO of $35.3B, including record IET RPO of $32.1B",Thefly.com,-1,0.27792343,-0.31232882
The King of Fighters AFK Celebrates the Spooky Season with Halloween Themed Fighters and New Events The King of Fighters AFK Celebrates the Spooky Season with Halloween Themed Fighters and New Events,The King of Fighters AFK Celebrates the Spooky Season with Halloween-Themed Fighters and New Events,Anime News Network,-1,-0.08495053,-0.16591573
"Bigg Boss 19 Farrhana Bhatt opens up about her strained relationship with her father says he is not a good father, my relatives threatened me for making videos Bigg Boss 19 Farrhana Bhatt opens up about her strained relationship with her father says he is not a good father, my relatives threatened me for making videos","Bigg Boss 19: Farrhana Bhatt opens up about her strained relationship with her father; says 'he is not a good father, my relatives threatened me for making videos'",The Times of India,2,-0.34007272,-0.10665111
"U.S. Sends B 1 Bombers Near Venezuela, Ramping Up Military Pressure Wall Street Journal U.S. Sends B 1 Bombers Near Venezuela, Ramping Up Military Pressure Wall Street Journal","U.S. Sends B-1 Bombers Near Venezuela, Ramping Up Military Pressure (Wall Street Journal)",Memeorandum.com,4,0.3617686,0.26047412
Pheton Holdings receives noncompliance notification from Nasdaq Pheton Holdings receives noncompliance notification from Nasdaq,Pheton Holdings receives noncompliance notification from Nasdaq,Thefly.com,0,0.543854,-0.23533253
Trump s White House ballroom sparks criticism amid shutdown Trump s White House ballroom sparks criticism amid shutdown,Trump's White House ballroom sparks criticism amid shutdown,DW (English),-1,0.10348601,0.32181185
ICE Agents Are Using Family Separation Tactics Central to US State Violence ICE Agents Are Using Family Separation Tactics Central to US State Violence,ICE Agents Are Using Family Separation Tactics Central to US State Violence,Truthout,-1,-0.07620905,0.12829211
"Intel stock jumps as Q3 earnings beat expectations, AI drives chip demand Intel stock jumps as Q3 earnings beat expectations, AI drives chip demand","Intel stock jumps as Q3 earnings beat expectations, AI drives chip demand",Yahoo Entertainment,-1,0.08330366,-0.3280303
Naked News 2025.10.23 1080p WEB x264 NGP Naked News 2025.10.23 1080p WEB x264 NGP,Naked News 2025.10.23 1080p WEB x264-NGP,Rlsbb.to,-1,0.36460942,-0.21211825
It s important to liberate Venezuela Congressional Republicans cheer Trump s offensive It s important to liberate Venezuela Congressional Republicans cheer Trump s offensive,‘It’s important to liberate Venezuela’: Congressional Republicans cheer Trump’s offensive,Biztoc.com,-1,-0.08047631,0.18209474
Good news AI assistants misrepresent the news only 45 of the time Spiffy Good news AI assistants misrepresent the news only 45 of the time Spiffy,Good news: AI assistants misrepresent the news only 45% of the time [Spiffy],Fark.com,-1,0.16207866,0.041040353
Guardian Capital Group Limited Announces Shareholder Approval of Previously Announced Plan of Arrangement Guardian Capital Group Limited Announces Shareholder Approval of Previously Announced Plan of Arrangement,Guardian Capital Group Limited Announces Shareholder Approval of Previously Announced Plan of Arrangement,GlobeNewswire,-1,0.37025535,-0.18373537
"Interior Takes Bold Steps to Expand Energy, Local Control and Land Access in Alaska U.S. Department of the Interior Interior Takes Bold Steps to Expand Energy, Local Control and Land Access in Alaska U.S. Department of the Interior","Interior Takes Bold Steps to Expand Energy, Local Control and Land Access in Alaska (U.S. Department of the Interior)",Memeorandum.com,-1,0.16028775,0.22879009
"FLY E CLASS ACTION REMINDER Bragar Eagel Squire, P.C. Reminds Investors in Fly E to Contact the Firm Before November 7th Regarding their Rights FLY E CLASS ACTION REMINDER Bragar Eagel Squire, P.C. Reminds Investors in Fly E to Contact the Firm Before November 7th Regarding their Rights","FLY-E CLASS ACTION REMINDER: Bragar Eagel & Squire, P.C. Reminds Investors in Fly-E to Contact the Firm Before November 7th Regarding their Rights",GlobeNewswire,0,0.53604835,-0.18459594
"Veterans, rural residents, older adults may lose food stamps due to Trump work requirements Veterans, rural residents, older adults may lose food stamps due to Trump work requirements","Veterans, rural residents, older adults may lose food stamps due to Trump work requirements",Boston Herald,-1,-0.12978181,0.14896402
"From rushing trains to crowd control, Railways uses real time map to manage Chhath rush From rushing trains to crowd control, Railways uses real time map to manage Chhath rush","From rushing trains to crowd control, Railways uses real-time map to manage Chhath rush",The Times of India,2,-0.30937502,-0.16864713
Ongoing government shutdown creates uncertainty for housing market in Northeast Florida Ongoing government shutdown creates uncertainty for housing market in Northeast Florida,Ongoing government shutdown creates uncertainty for housing market in Northeast Florida,Yahoo Entertainment,-1,-0.03597529,0.062549256
Lib Dems push bike bait plan to trap cycle thieves Lib Dems push bike bait plan to trap cycle thieves,Lib Dems push 'bike bait' plan to trap cycle thieves,BBC News,-1,-0.25571468,0.012014147
Watch Your Neck Leftist Student Threatens Turning Point USA Activists at U. of Arizona Watch Your Neck Leftist Student Threatens Turning Point USA Activists at U. of Arizona,'Watch Your Neck:' Leftist Student Threatens Turning Point USA Activists at U. of Arizona,Breitbart News,-1,0.06823865,0.30289698
"AWS reveals new cloud incident reporting tool, with almost zero sense of irony AWS reveals new cloud incident reporting tool, with almost zero sense of irony","AWS reveals new cloud incident reporting tool, with almost zero sense of irony",TechRadar,-1,0.08218751,-0.28214422
"Aurora sergeant shared child sex abuse material, tried to solicit a minor, affidavit says Aurora sergeant shared child sex abuse material, tried to solicit a minor, affidavit says","Aurora sergeant shared child sex abuse material, tried to solicit a minor, affidavit says",The Denver Post,-1,-0.19363514,0.0656153
Oregon Ducks WR Evan Stewart eyeing return following knee surgery Oregon Ducks WR Evan Stewart eyeing return following knee surgery,Oregon Ducks WR Evan Stewart eyeing return following knee surgery,USA Today,-1,-0.24647485,0.027147576
Report NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor Report NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor,Report: NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor,Breitbart News,3,0.100492865,0.37274003
"Warmer Nordic springs double the incidence of avian malaria, long term study finds Warmer Nordic springs double the incidence of avian malaria, long term study finds","Warmer Nordic springs double the incidence of avian malaria, long-term study finds",Phys.Org,-1,-0.040331077,-0.18077478
Analysis America s 51st state? US pressure comes to bear on Israel Analysis America s 51st state? US pressure comes to bear on Israel,Analysis: America’s 51st state? US pressure comes to bear on Israel,Al Jazeera English,-1,0.0027521574,0.06771793
Sahani From set designer to GA s deputy CM choice Sahani From set designer to GA s deputy CM choice,Sahani: From set designer to GA’s deputy CM choice,The Times of India,2,-0.35025346,-0.15856467
Reba McEntire to host TV special that she s always wanted to do Reba McEntire to host TV special that she s always wanted to do,Reba McEntire to host TV special that she’s ‘always wanted to do’,The-independent.com,-1,-0.20766516,0.10731795
Exclusive Yeh Rishta Kya Kehlata Hai actress Samridhii Shukla on celebrating Diwali on set says Happiness can be found even amidst work Exclusive Yeh Rishta Kya Kehlata Hai actress Samridhii Shukla on celebrating Diwali on set says Happiness can be found even amidst work,Exclusive - Yeh Rishta Kya Kehlata Hai actress Samridhii Shukla on celebrating Diwali on set; says 'Happiness can be found even amidst work',The Times of India,2,-0.29076684,-0.12903629
Ed Orgeron makes his intentions clear before coaching carousel ramps up Ed Orgeron makes his intentions clear before coaching carousel ramps up,Ed Orgeron makes his intentions clear before coaching carousel ramps up,Sporting News,3,-0.24241707,0.023646424
"WPP rolls out WPP Open Pro, a self serve version of WPP Open, its AI powered marketing platform that helps marketers build campaigns and develop creative assets Kendra Barnett Adweek WPP rolls out WPP Open Pro, a self serve version of WPP Open, its AI powered marketing platform that helps marketers build campaigns and develop creative assets Kendra Barnett Adweek","WPP rolls out WPP Open Pro, a self-serve version of WPP Open, its AI-powered marketing platform that helps marketers build campaigns and develop creative assets (Kendra Barnett/Adweek)",Mediagazer.com,-1,0.31811756,0.039580215
"DeepSeek s new model sees text differently, opening new possibilities for enterprise AI DeepSeek s new model sees text differently, opening new possibilities for enterprise AI","DeepSeek’s new model sees text differently, opening new possibilities for enterprise AI",Fortune,1,0.14086148,-0.35822812
Johnny Depp s Big Comeback Is a Ti West Christmas Carol Movie Johnny Depp s Big Comeback Is a Ti West Christmas Carol Movie,Johnny Depp’s Big Comeback Is a Ti West ‘Christmas Carol’ Movie,Gizmodo.com,-1,-0.06789997,-0.10057716
"Peatlands huge reservoir of carbon at risk of release, researchers warn Peatlands huge reservoir of carbon at risk of release, researchers warn","Peatlands' 'huge reservoir' of carbon at risk of release, researchers warn",Phys.Org,-1,-0.1204923,-0.17635894
Nike Air Foamposite Pro College Football Pack Releasing Fall 2026 Nike Air Foamposite Pro College Football Pack Releasing Fall 2026,Nike Air Foamposite Pro “College Football” Pack Releasing Fall 2026,Sneaker News,-1,0.03669256,-0.21462439
XRP Cannot Break 2.50 While Digitap TAP Opens Apple Pay Access Globally XRP Cannot Break 2.50 While Digitap TAP Opens Apple Pay Access Globally,XRP Cannot Break $2.50 While Digitap ($TAP) Opens Apple Pay Access Globally,Ambcrypto.com,-1,0.1721881,-0.30695105
Elijah Sarratt Followed Curt Cignetti to Indiana and Became a Star in the Shadows Elijah Sarratt Followed Curt Cignetti to Indiana and Became a Star in the Shadows,Elijah Sarratt Followed Curt Cignetti to Indiana — and Became a Star in the Shadows,Fox Sports,-1,-0.14882052,0.03731512
Niagen Bioscience CFO says very conservative in how business run Niagen Bioscience CFO says very conservative in how business run,Niagen Bioscience CFO says 'very conservative' in how business run,Thefly.com,0,0.3999539,-0.18456742
BoxLunch Just Released 12 NEW Loungeflys BoxLunch Just Released 12 NEW Loungeflys,BoxLunch Just Released 12 NEW Loungeflys,disneyfoodblog.com,-1,-0.08438701,-0.21016313
Journalists Olena Hramova and Yevhen Karmazin of Ukraine s Freedom TV were killed in a Russian drone strike Thursday in Donetsk Oleksandr Kolychev was injured Tania Myronyshena The Kyiv Independent Journalists Olena Hramova and Yevhen Karmazin of Ukraine s Freedom TV were killed in a Russian drone strike Thursday in Donetsk Oleksandr Kolychev was injured Tania Myronyshena The Kyiv Independent,Journalists Olena Hramova and Yevhen Karmazin of Ukraine's Freedom TV were killed in a Russian drone strike Thursday in Donetsk; Oleksandr Kolychev was injured (Tania Myronyshena/The Kyiv Independent),Mediagazer.com,-1,0.071120776,0.102050625
"Bethesda s Fallout Day stream reveals Fallout 4 Anniversary Edition, confirms the 2015 RPG is coming to Switch 2, and no New Vegas remake, but here s a collectors bundle instead Bethesda s Fallout Day stream reveals Fallout 4 Anniversary Edition, confirms the 2015 RPG is coming to Switch 2, and no New Vegas remake, but here s a collectors bundle instead","Bethesda's Fallout Day stream reveals Fallout 4 Anniversary Edition, confirms the 2015 RPG is coming to Switch 2, and no New Vegas remake, but here's a collectors bundle instead",GamesRadar+,1,0.05156803,-0.26400518
David Seaman believes Arsenal man will be a better player once he adapts David Seaman believes Arsenal man will be a better player once he adapts,David Seaman believes Arsenal man will be a better player once he adapts,Just Arsenal News,-1,-0.12089455,-0.12990873
"Bethesda celebrates Fallout Day with a host of announcements, including a Fallout 4 Anniversary Edition and Nintendo Switch 2 Edition, a native Fallout 76 release for PS5 and Xbox Series X, and more Bethesda celebrates Fallout Day with a host of announcements, including a Fallout 4 Anniversary Edition and Nintendo Switch 2 Edition, a native Fallout 76 release for PS5 and Xbox Series X, and more","Bethesda celebrates Fallout Day with a host of announcements, including a Fallout 4 Anniversary Edition and Nintendo Switch 2 Edition, a native Fallout 76 release for PS5 and Xbox Series X, and more",TechRadar,1,0.11261107,-0.2588052
This is the largest ever galaxy cluster catalog. Could it reveal clues about the dark universe? This is the largest ever galaxy cluster catalog. Could it reveal clues about the dark universe?,This is the largest-ever galaxy cluster catalog. Could it reveal clues about the dark universe?,Space.com,-1,0.02218638,-0.2597693
Powerful NVIDIA chip launching to orbit next month to pave way for space based data centers Powerful NVIDIA chip launching to orbit next month to pave way for space based data centers,Powerful NVIDIA chip launching to orbit next month to pave way for space-based data centers,Space.com,1,0.189084,-0.36450318
"The rise and fall of Comvita, DGL falls foul of the ASX and a failed bid for Metroglass Stock Takes The rise and fall of Comvita, DGL falls foul of the ASX and a failed bid for Metroglass Stock Takes","The rise and fall of Comvita, DGL falls foul of the ASX and a failed bid for Metroglass – Stock Takes",New Zealand Herald,-1,0.28203636,-0.18105517
Shutdowns began as a way to enforce federal law. Now Trump is using it to take more power Stephen Groves Associated Press Shutdowns began as a way to enforce federal law. Now Trump is using it to take more power Stephen Groves Associated Press,Shutdowns began as a way to enforce federal law. Now Trump is using it to take more power (Stephen Groves/Associated Press),Memeorandum.com,4,0.2515562,0.37633094
"Trump heads to Asia, seeks Chinese help on Russia Ukraine war Trump heads to Asia, seeks Chinese help on Russia Ukraine war","Trump heads to Asia, seeks Chinese help on Russia-Ukraine war",UPI.com,-1,-0.10978101,0.043114934
Riding Rivian s First E Bike Riding Rivian s First E Bike,Riding Rivian’s First E-Bike,Biztoc.com,-1,-0.062018473,-0.12170725
Techlife News October 25 2025 Techlife News October 25 2025,Techlife News - October 25 2025,Rlsbb.to,-1,0.45130852,-0.14603744
"Michael B. Jordan s Miami Vice Reboot Is Eyeing Another A Lister, And I Love This Casting Choice Michael B. Jordan s Miami Vice Reboot Is Eyeing Another A Lister, And I Love This Casting Choice","Michael B. Jordan’s Miami Vice Reboot Is Eyeing Another A-Lister, And I Love This Casting Choice",CinemaBlend,-1,-0.047180317,0.008195801
Please Make It Longer Disney Fans Are Begging for This EPCOT Festival Change Please Make It Longer Disney Fans Are Begging for This EPCOT Festival Change,“Please Make It Longer” – Disney Fans Are Begging for This EPCOT Festival Change,disneyfoodblog.com,-1,-0.08620877,-0.13174236
Could your state survive a zombie apocalypse? Study ranks the safest and most dangerous US states Could your state survive a zombie apocalypse? Study ranks the safest and most dangerous US states,Could your state survive a zombie apocalypse? Study ranks the safest and most dangerous US states,The Times of India,-1,-0.18140444,-0.16684707
Webtoon Based Live Action Web Series Newbies to Premiere on October 27 Webtoon Based Live Action Web Series Newbies to Premiere on October 27,Webtoon-Based Live-Action Web Series Newbies to Premiere on October 27,Anime News Network,-1,0.06651991,-0.1470876
Hitting Home Runs is the Holy Grail Blue Jays Embracing Goliath Approach Hitting Home Runs is the Holy Grail Blue Jays Embracing Goliath Approach,'Hitting Home Runs is the Holy Grail': Blue Jays Embracing 'Goliath' Approach,Fox Sports,-1,-0.15570182,0.010081077
"ChatGPT s new browser has potential, if you re willing to pay ChatGPT s new browser has potential, if you re willing to pay","ChatGPT's new browser has potential, if you're willing to pay",BBC News,-1,-0.03659686,-0.25699446
ASEAN summit in Malaysia Who s attending and what to expect ASEAN summit in Malaysia Who s attending and what to expect,ASEAN summit in Malaysia: Who’s attending and what to expect,Al Jazeera English,-1,-0.14397746,-0.09282397
Boxing Results Fabio Wardley Stops Joseph Parker in 11th to Become WBO Mandatory for Usyk Showdown Boxing Results Fabio Wardley Stops Joseph Parker in 11th to Become WBO Mandatory for Usyk Showdown,Boxing Results: Fabio Wardley Stops Joseph Parker in 11th to Become WBO Mandatory for Usyk Showdown,Boxingnews24.com,-1,-0.1725497,-0.018894786
I lost thousands of photos when my phone crashed. Now I print them out for my daughter I lost thousands of photos when my phone crashed. Now I print them out for my daughter,I lost thousands of photos when my phone crashed. Now I print them out for my daughter,BBC News,-1,-0.1706616,-0.0107471645
My Heartbeat Starts To Go The Funny Story Behind Why Carson Daly Gets Nervous Anytime He Has To Say Leonardo DiCaprio s Name My Heartbeat Starts To Go The Funny Story Behind Why Carson Daly Gets Nervous Anytime He Has To Say Leonardo DiCaprio s Name,‘My Heartbeat Starts To Go’: The Funny Story Behind Why Carson Daly Gets Nervous Anytime He Has To Say Leonardo DiCaprio's Name,CinemaBlend,-1,-0.18114899,-0.06650632
Trump adds tariff after Canada runs Reagan ad during the World Series Trump adds tariff after Canada runs Reagan ad during the World Series,Trump adds tariff after Canada runs Reagan ad during the World Series,UPI.com,-1,-0.038719907,0.16338739
Charity boss arrest in BBC sex for aid investigation gives women strength Charity boss arrest in BBC sex for aid investigation gives women strength,Charity boss arrest in BBC sex-for-aid investigation 'gives women strength',BBC News,-1,-0.13342921,0.0088078575
"Shooting in Texas Shooting at Austin Central Library leaves 1 injured, here s what we know about the victim s condition and the suspect as probe continues Shooting in Texas Shooting at Austin Central Library leaves 1 injured, here s what we know about the victim s condition and the suspect as probe continues","Shooting in Texas: Shooting at Austin Central Library leaves 1 injured, here’s what we know about the victim’s condition and the suspect as probe continues",The Times of India,2,-0.27599618,-0.08691846
Nelly Furtado Announces She s Quitting Music Amid Vicious Body Shaming Online Nelly Furtado Announces She s Quitting Music Amid Vicious Body Shaming Online,Nelly Furtado Announces She’s Quitting Music Amid Vicious Body-Shaming Online,Boredpanda.com,-1,-0.15053733,0.021257874
"Bihar train trips inhuman Rahul 12k spl trains running, 1.5cr travelled Rlys Bihar train trips inhuman Rahul 12k spl trains running, 1.5cr travelled Rlys","Bihar train trips inhuman: Rahul; 12k spl trains running, 1.5cr travelled: Rlys",The Times of India,2,-0.289988,-0.1349632
ThinkCareBelieve Week 40 of The Trump Presidency ThinkCareBelieve Week 40 of The Trump Presidency,ThinkCareBelieve: Week 40 of The Trump Presidency,GlobeNewswire,-1,0.5609425,-0.105116665
"Trump Hits Back Despite Ontario, Caught Red Handed, Suspending 54,000,000 Anti Tariff Ad Campaign Trump Hits Back Despite Ontario, Caught Red Handed, Suspending 54,000,000 Anti Tariff Ad Campaign","Trump Hits Back Despite Ontario, Caught ‘Red Handed,’ Suspending $54,000,000 Anti-Tariff Ad Campaign",The Daily Caller,-1,-0.05811881,0.2502312
Rice dominates UConn in double overtime showdown Rice dominates UConn in double overtime showdown,Rice dominates UConn in double overtime showdown,Sporting News,3,-0.2252223,-0.016942335
Fallout New Vegas 15th Anniversary Bundle Announced on Fallout Day Here Are the Contents Fallout New Vegas 15th Anniversary Bundle Announced on Fallout Day Here Are the Contents,Fallout: New Vegas 15th Anniversary Bundle Announced on Fallout Day — Here Are the Contents,IGN,1,0.039922427,-0.2821458
The Restaurant for Power Brokers The Restaurant for Power Brokers,The Restaurant for Power Brokers,Politicalwire.com,-1,0.011689438,0.08572834
Video shows rescuers coming to aid of moose caught in shocking predicament Not an unformidable animal Video shows rescuers coming to aid of moose caught in shocking predicament Not an unformidable animal,Video shows rescuers coming to aid of moose caught in shocking predicament: 'Not an unformidable animal',Yahoo Entertainment,-1,-0.24742363,-0.05803477
Top Nigerian environmentalist sees little coming out of COP30 Top Nigerian environmentalist sees little coming out of COP30,Top Nigerian environmentalist sees little coming out of COP30,The Times of India,2,-0.16271448,-0.10624009
Exclusive Trump Endorsed Massie Challenger Ed Gallrein Massie Not a Statesman Exclusive Trump Endorsed Massie Challenger Ed Gallrein Massie Not a Statesman,Exclusive -- Trump-Endorsed Massie Challenger Ed Gallrein: Massie 'Not a Statesman',Breitbart News,-1,0.09363863,0.37210503
Steve Sarkisian reportedly interested in leaving Texas for NFL openings Steve Sarkisian reportedly interested in leaving Texas for NFL openings,Steve Sarkisian reportedly interested in leaving Texas for NFL openings,Sporting News,3,-0.20170145,0.08175681
Tributes paid to former Lincoln MP Dick Taverne Tributes paid to former Lincoln MP Dick Taverne,Tributes paid to former Lincoln MP Dick Taverne,BBC News,-1,-0.14142212,0.01449091
Company recalls 2 million pounds of barbecue pork jerky that may contain metal wire ABC News Company recalls 2 million pounds of barbecue pork jerky that may contain metal wire ABC News,Company recalls 2 million pounds of barbecue pork jerky that may contain metal wire - ABC News,Biztoc.com,-1,0.23715515,0.20502259
We Got New Juicy Details About the Obama Biden Feud Last Year We Got New Juicy Details About the Obama Biden Feud Last Year,We Got New Juicy Details About the Obama-Biden Feud Last Year,Freerepublic.com,-1,-0.09517952,0.27863494
"Indians accept mortality, yet there is this urge to cover up terminal illness Dr Ranjana Srivastava Indians accept mortality, yet there is this urge to cover up terminal illness Dr Ranjana Srivastava","Indians accept mortality, yet there is this urge to cover up terminal illness: Dr Ranjana Srivastava",The Times of India,2,-0.29872105,-0.15684131
Astronomers share largest molecular survey to date GOTHAM legacy data goes public Astronomers share largest molecular survey to date GOTHAM legacy data goes public,Astronomers share largest molecular survey to date: GOTHAM legacy data goes public,Phys.Org,-1,0.043087207,-0.1552085
"Assassin s Creed Shadows Coming To Switch 2, And Really Soon Assassin s Creed Shadows Coming To Switch 2, And Really Soon","Assassin's Creed Shadows Coming To Switch 2, And Really Soon",GameSpot,1,-0.074059084,-0.2177798
911 Nashville actor Isabelle Tate dies aged 23 just months after filming show 911 Nashville actor Isabelle Tate dies aged 23 just months after filming show,911 Nashville actor Isabelle Tate dies aged 23 just months after filming show,The-independent.com,-1,-0.20715722,0.025111474
